# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 12:53:52 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_orbsmax asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,disc_telescope,pl_orbsmax,pl_rade,st_rad,sy_dist
3381,Kepler-208 b,0.95 m Kepler Telescope,0.054000,1.630,1.31,775.3280000
3453,Kepler-232 b,0.95 m Kepler Telescope,0.054000,3.080,0.97,1349.1300000
3666,Kepler-304 c,0.95 m Kepler Telescope,0.054000,2.170,0.69,434.6840000
3808,Kepler-354 b,0.95 m Kepler Telescope,0.054000,1.840,0.67,554.0640000
3850,Kepler-370 b,0.95 m Kepler Telescope,0.054000,1.590,0.90,1167.9400000
4420,Kepler-753 b,0.95 m Kepler Telescope,0.054000,1.910,0.65,274.7670000
255,GJ 393 b,Multiple Telescopes,0.054020,1.170,0.43,7.0314900
2332,Kepler-1238 b,0.95 m Kepler Telescope,0.054100,1.930,1.48,1632.1300000
451,HATS-55 b,0.18 m Takahashi Epsilon Astrograph,0.054120,14.022,1.13,609.8380000
445,HATS-5 b,0.18 m Takahashi Epsilon Astrograph,0.054200,10.223,0.87,246.3840000
1639,K2-317 b,0.95 m Kepler Telescope,0.054200,2.930,0.38,176.2910000
1851,KELT-20 b,Mamiya 645 80mm f/1.9,0.054200,19.515,1.57,136.4260000
4319,Kepler-666 b,0.95 m Kepler Telescope,0.054200,2.400,1.05,1508.7100000
5591,WASP-181 b,Canon 200mm f/1.8L,0.054270,13.271,0.97,437.4950000
5250,TOI-2421 b,0.1 m TESS Telescope,0.054300,10.368,1.75,327.9270000
2902,Kepler-1658 b,0.95 m Kepler Telescope,0.054400,11.994,2.89,788.2380000
4642,Kepler-914 b,0.95 m Kepler Telescope,0.054400,1.380,1.15,753.7230000
2506,Kepler-1365 c,0.95 m Kepler Telescope,0.054500,0.800,1.05,840.1280000
4619,Kepler-898 b,0.95 m Kepler Telescope,0.054500,1.490,0.62,484.8910000
5529,WASP-118 b,Canon 200mm f/1.8L,0.054530,16.141,1.70,376.6580000
2173,Kepler-1117 b,0.95 m Kepler Telescope,0.054600,1.110,0.93,568.4870000
2602,Kepler-1435 b,0.95 m Kepler Telescope,0.054600,0.860,1.32,704.2110000
4186,Kepler-571 b,0.95 m Kepler Telescope,0.054600,2.640,0.90,723.8750000
4389,Kepler-727 b,0.95 m Kepler Telescope,0.054600,2.530,0.86,831.8420000
5084,TOI-1347 c,0.1 m TESS Telescope,0.054600,1.600,0.83,147.4760000
5655,WASP-66 b,Canon 200mm f/1.8L,0.054600,15.693,1.76,500.2580000
4427,Kepler-758 c,0.95 m Kepler Telescope,0.054700,1.690,1.42,1502.3200000
422,HATS-29 b,0.18 m Takahashi Epsilon Astrograph,0.054750,14.022,1.07,353.8910000
2638,Kepler-1464 c,0.95 m Kepler Telescope,0.054800,1.000,1.01,1151.7300000
1531,K2-223 c,0.95 m Kepler Telescope,0.054900,1.500,1.00,198.6040000
4593,Kepler-876 b,0.95 m Kepler Telescope,0.054900,1.430,0.77,820.9130000
4828,NGTS-13 b,20 cm NGTS telescope,0.054900,12.801,1.79,647.5950000
5069,TOI-1273 b,0.1 m TESS Telescope,0.054900,11.097,1.06,177.1180000
5556,WASP-147 b,Canon 200mm f/1.8L,0.054900,12.498,1.43,436.0980000
1850,KELT-2 A b,Mamiya 645 80mm f/1.9,0.054970,15.132,1.93,134.0580000
1680,K2-35 c,0.95 m Kepler Telescope,0.055000,1.930,0.62,252.5960000
2283,Kepler-120 b,0.95 m Kepler Telescope,0.055000,2.150,0.53,388.6300000
2594,Kepler-1429 b,0.95 m Kepler Telescope,0.055000,1.290,1.07,1214.0900000
3113,Kepler-1818 b,0.95 m Kepler Telescope,0.055000,1.714,1.13,1034.5900000
3767,Kepler-339 b,0.95 m Kepler Telescope,0.055000,1.420,0.80,616.6370000
3878,Kepler-382 b,0.95 m Kepler Telescope,0.055000,1.320,0.94,935.4460000
4507,Kepler-810 b,0.95 m Kepler Telescope,0.055000,1.930,1.04,1458.5900000
4526,Kepler-824 b,0.95 m Kepler Telescope,0.055000,1.870,1.22,1201.4000000
5002,SWEEPS-4 b,2.4 m Hubble Space Telescope,0.055000,9.079,1.18,8500.0000000
5522,WASP-107 b,Canon 200mm f/1.8L,0.055000,10.536,0.67,64.7414000
5561,WASP-151 b,Canon 200mm f/1.8L,0.055000,13.305,1.18,453.0990000
5686,WASP-94 A b,Canon 200mm f/1.8L,0.055000,17.710,1.48,211.2110000
5583,WASP-174 b,Canon 200mm f/1.8L,0.055030,16.107,1.35,410.1490000
440,HATS-45 b,0.18 m Takahashi Epsilon Astrograph,0.055110,14.415,1.32,772.1100000
2825,Kepler-160 b,0.95 m Kepler Telescope,0.055110,1.715,1.12,937.0130000
5663,WASP-73 b,Canon 200mm f/1.8L,0.055120,15.917,2.55,316.6780000
1765,K2-414 c,0.95 m Kepler Telescope,0.055200,1.929,0.73,260.0360000
4600,Kepler-881 b,0.95 m Kepler Telescope,0.055200,1.780,1.09,1375.1800000
2030,Kepler-102 b,0.95 m Kepler Telescope,0.055210,0.460,0.72,107.7960000
5467,TOI-907.01,0.1 m TESS Telescope,0.055225,9.616,2.06,312.5290000
5712,XO-4 b,Perkins 1.8 m Telescope,0.055240,14.011,1.45,272.6550000
1694,K2-36 c,0.95 m Kepler Telescope,0.055280,3.200,0.72,109.7490000
3938,Kepler-406 c,0.95 m Kepler Telescope,0.055292,0.850,1.07,364.0300000
2282,Kepler-12 b,0.95 m Kepler Telescope,0.055300,19.661,1.48,881.3860000
4258,Kepler-62 b,0.95 m Kepler Telescope,0.055300,1.310,0.64,300.8740000
5332,TOI-421 b,0.1 m TESS Telescope,0.055400,2.640,0.87,74.7969000
5649,WASP-60 b,Canon 200mm f/1.8L,0.055480,9.864,1.17,431.0520000
2550,Kepler-1394 b,0.95 m Kepler Telescope,0.055500,1.390,2.55,640.4090000
5368,TOI-4791 b,0.1 m TESS Telescope,0.055500,12.442,1.41,328.8020000
2186,Kepler-1127 b,0.95 m Kepler Telescope,0.055600,1.960,0.95,842.4590000
4380,Kepler-719 b,0.95 m Kepler Telescope,0.055600,8.520,0.98,2497.5100000
332,HAT-P-1 b,Canon 200mm f/1.8L,0.055610,14.785,1.17,158.9790000
2337,Kepler-1240 b,0.95 m Kepler Telescope,0.055700,1.150,0.96,862.1860000
2404,Kepler-1290 b,0.95 m Kepler Telescope,0.055700,1.420,0.93,1593.7000000
3569,Kepler-271 d,0.95 m Kepler Telescope,0.055800,0.660,0.87,404.5420000
5587,WASP-178 b,Canon 200mm f/1.8L,0.055800,20.288,1.67,427.6780000
5643,WASP-55 b,Canon 200mm f/1.8L,0.055800,14.908,1.09,297.4620000
343,HAT-P-18 b,Canon 200mm f/1.8L,0.055900,11.153,0.75,161.4000000
1806,K2-71 b,0.95 m Kepler Telescope,0.055900,2.150,0.43,153.1920000
3126,Kepler-1829 b,0.95 m Kepler Telescope,0.055900,2.479,0.78,679.9210000
4316,Kepler-663 b,0.95 m Kepler Telescope,0.055900,2.600,0.82,1063.0900000
4697,Kepler-957 b,0.95 m Kepler Telescope,0.055900,5.500,0.75,824.6880000
5252,TOI-244 b,0.1 m TESS Telescope,0.055900,1.520,0.43,22.0337000
5386,TOI-5232 b,0.1 m TESS Telescope,0.055930,12.778,1.79,609.3880000
106,CoRoT-24 b,0.27 m CoRoT Telescope,0.056000,3.700,0.86,591.5550000
1054,HD 39194 b,3.6 m ESO Telescope,0.056000,1.830,0.78,26.4131000
1388,K2-128 b,0.95 m Kepler Telescope,0.056000,1.420,0.78,114.6370000
2763,Kepler-155 b,0.95 m Kepler Telescope,0.056000,2.090,0.62,293.4990000
2932,Kepler-168 b,0.95 m Kepler Telescope,0.056000,1.460,1.11,1343.6000000
3433,Kepler-225 b,0.95 m Kepler Telescope,0.056000,1.200,0.48,561.1010000
3593,Kepler-280 c,0.95 m Kepler Telescope,0.056000,2.010,0.89,780.3610000
3704,Kepler-318 b,0.95 m Kepler Telescope,0.056000,4.710,1.19,489.1410000
3861,Kepler-374 d,0.95 m Kepler Telescope,0.056000,1.310,0.91,1265.6100000
4229,Kepler-601 b,0.95 m Kepler Telescope,0.056000,1.900,0.79,414.8250000
5038,TOI-1184 b,0.1 m TESS Telescope,0.056000,2.410,0.70,58.5946000
5464,TOI-904 b,0.1 m TESS Telescope,0.056000,2.426,0.53,46.0891000
3266,Kepler-1933 b,0.95 m Kepler Telescope,0.056100,1.180,1.01,328.0070000
5024,TOI-1107 b,0.1 m TESS Telescope,0.056100,14.572,1.81,281.3140000
5626,WASP-42 b,Canon 200mm f/1.8L,0.056100,12.576,0.89,177.2910000
5644,WASP-56 b,Canon 200mm f/1.8L,0.056140,10.536,0.96,321.0840000
1427,K2-155 b,0.95 m Kepler Telescope,0.056200,1.800,0.58,72.7998000
3360,Kepler-2000 b,0.95 m Kepler Telescope,0.056200,2.730,0.58,320.5880000
5646,WASP-58 b,Canon 200mm f/1.8L,0.056200,16.029,1.22,290.4040000
5682,WASP-90 b,Canon 200mm f/1.8L,0.056200,18.271,1.98,466.4330000
320,GJ 9827 d,0.95 m Kepler Telescope,0.056300,1.890,0.58,29.6610000
3151,Kepler-1848 b,0.95 m Kepler Telescope,0.056300,1.409,0.74,309.6960000
3208,Kepler-1890 b,0.95 m Kepler Telescope,0.056300,0.869,1.40,529.5960000
3294,Kepler-1956 b,0.95 m Kepler Telescope,0.056300,1.089,0.68,360.4680000
2009,Kepler-1002 b,0.95 m Kepler Telescope,0.056400,1.710,1.57,408.3030000
5239,TOI-2368 b,0.1 m TESS Telescope,0.056490,10.839,0.85,210.9150000
1369,K2-111 b,0.95 m Kepler Telescope,0.056500,1.820,1.25,200.3940000
3231,Kepler-1907 b,0.95 m Kepler Telescope,0.056500,0.870,0.80,292.1110000
3317,Kepler-1976 b,0.95 m Kepler Telescope,0.056500,12.210,1.08,1314.5100000
4643,Kepler-915 b,0.95 m Kepler Telescope,0.056600,1.500,1.38,849.0360000
2755,Kepler-1542 e,0.95 m Kepler Telescope,0.056700,0.760,0.99,399.1140000
4722,Kepler-975 c,0.95 m Kepler Telescope,0.056700,10.690,1.67,426.0880000
5102,TOI-1448 b,0.1 m TESS Telescope,0.056700,2.749,0.38,73.3345000
898,HD 213885 c,Multiple Telescopes,0.056798,4.710,1.10,48.0883000
985,HD 2685 b,0.1 m TESS Telescope,0.056800,16.141,1.56,196.8520000
2479,Kepler-1344 b,0.95 m Kepler Telescope,0.056800,1.840,1.13,853.9590000
4646,Kepler-918 b,0.95 m Kepler Telescope,0.056900,1.740,1.14,1025.0300000
5282,TOI-2796 b,0.1 m TESS Telescope,0.056900,17.262,1.07,350.3430000
225,GJ 3138 c,3.6 m ESO Telescope,0.057000,1.880,0.50,28.4712000
1389,K2-129 b,0.95 m Kepler Telescope,0.057000,1.040,0.36,27.7957000
2583,Kepler-142 c,0.95 m Kepler Telescope,0.057000,2.860,1.27,548.6860000
3395,Kepler-213 c,0.95 m Kepler Telescope,0.057000,2.340,1.20,634.9390000
3410,Kepler-219 b,0.95 m Kepler Telescope,0.057000,2.950,1.49,787.0700000
3664,Kepler-303 c,0.95 m Kepler Telescope,0.057000,1.140,0.48,209.7380000
3716,Kepler-321 b,0.95 m Kepler Telescope,0.057000,1.770,1.19,384.5420000
3813,Kepler-356 b,0.95 m Kepler Telescope,0.057000,1.570,1.33,707.5590000
3864,Kepler-376 b,0.95 m Kepler Telescope,0.057000,1.070,1.18,923.0670000
5078,TOI-1298 b,0.1 m TESS Telescope,0.057000,9.658,1.45,319.0360000
5214,TOI-2136 b,0.1 m TESS Telescope,0.057000,2.190,0.34,33.3631000
5395,TOI-5398 c,0.1 m TESS Telescope,0.057000,3.520,1.05,130.8550000
5512,V830 Tau b,Multiple Telescopes,0.057000,14.000,2.00,130.1110000
1735,K2-39 b,0.95 m Kepler Telescope,0.057080,6.277,2.97,307.4700000
3279,Kepler-1943 b,0.95 m Kepler Telescope,0.057100,1.549,0.97,1004.5500000
3333,Kepler-1987 d,0.95 m Kepler Telescope,0.057100,2.660,0.71,595.6830000
3669,Kepler-305 b,0.95 m Kepler Telescope,0.057100,3.600,0.80,868.4770000
5268,TOI-2583 A b,0.1 m TESS Telescope,0.057100,14.460,1.48,566.1890000
5651,WASP-62 b,Canon 200mm f/1.8L,0.057100,14.796,1.23,175.6310000
5706,Wolf 503 b,0.95 m Kepler Telescope,0.057120,2.043,0.69,44.5260000
2688,Kepler-15 b,0.95 m Kepler Telescope,0.057140,10.760,0.99,739.4120000
4631,Kepler-905 b,0.95 m Kepler Telescope,0.057200,1.410,0.86,529.2680000
5324,TOI-411 b,0.1 m TESS Telescope,0.057270,1.362,1.12,62.7792000
3065,Kepler-1781 b,0.95 m Kepler Telescope,0.057400,2.381,0.96,962.6300000
5652,WASP-63 b,Canon 200mm f/1.8L,0.057400,15.805,1.86,290.6840000
5259,TOI-251 b,0.1 m TESS Telescope,0.057410,2.740,0.88,99.5230000
371,HAT-P-42 b,Canon 200mm f/1.8L,0.057500,14.348,1.53,405.2380000
2356,Kepler-1254 d,0.95 m Kepler Telescope,0.057500,1.310,0.75,622.8180000
4583,Kepler-868 b,0.95 m Kepler Telescope,0.057500,2.050,0.89,1593.1300000
1549,K2-239 c,0.95 m Kepler Telescope,0.057600,1.000,0.36,31.0849000
3213,Kepler-1894 c,0.95 m Kepler Telescope,0.057600,1.210,0.90,935.1910000
5427,TOI-663 d,0.1 m TESS Telescope,0.057600,1.920,0.51,64.2308000
901,HD 215152 b,3.6 m ESO Telescope,0.057638,1.190,0.73,21.5974000
376,HAT-P-46 b,Canon 200mm f/1.8L,0.057700,14.392,1.40,290.7360000
2942,Kepler-1688 b,0.95 m Kepler Telescope,0.057700,1.262,0.75,567.4468709
5088,TOI-1408 b,0.1 m TESS Telescope,0.057780,25.000,1.53,139.4840000
108,CoRoT-25 b,0.27 m CoRoT Telescope,0.057800,12.110,1.19,1103.4800000
4279,Kepler-634 b,0.95 m Kepler Telescope,0.057800,1.890,1.24,888.0270000
5449,TOI-782 b,0.1 m TESS Telescope,0.057800,2.734,0.41,52.5122000
113,CoRoT-3 b,0.27 m CoRoT Telescope,0.057830,11.320,1.56,768.7710000
5342,TOI-4377 b,0.1 m TESS Telescope,0.057900,15.110,3.52,455.8200000
454,HATS-58 A b,0.18 m Takahashi Epsilon Astrograph,0.057980,12.274,1.43,403.5910000
2876,Kepler-164 b,0.95 m Kepler Telescope,0.058000,1.410,1.15,890.7580000
3035,Kepler-176 b,0.95 m Kepler Telescope,0.058000,1.430,0.89,527.3210000
3430,Kepler-224 c,0.95 m Kepler Telescope,0.058000,3.120,0.68,782.0880000
3436,Kepler-226 c,0.95 m Kepler Telescope,0.058000,2.270,0.80,980.1380000
3501,Kepler-249 c,0.95 m Kepler Telescope,0.058000,1.510,0.48,190.4010000
3513,Kepler-252 b,0.95 m Kepler Telescope,0.058000,1.230,0.55,379.4240000
3701,Kepler-316 c,0.95 m Kepler Telescope,0.058000,1.160,0.52,384.9380000
4148,Kepler-547 b,0.95 m Kepler Telescope,0.058000,4.000,0.73,378.9720000
4573,Kepler-860 b,0.95 m Kepler Telescope,0.058000,3.240,1.06,1056.3600000
4848,NGTS-9 b,20 cm NGTS telescope,0.058000,11.994,1.38,609.1280000
5119,TOI-163 b,0.1 m TESS Telescope,0.058000,16.690,1.65,411.7190000
5319,TOI-4010 c,0.1 m TESS Telescope,0.058000,5.930,0.83,177.5040000
1366,K2-108 b,0.95 m Kepler Telescope,0.058100,5.330,1.76,477.2950000
1638,K2-316 c,0.95 m Kepler Telescope,0.058200,1.830,0.38,112.4860000
3066,Kepler-1782 b,0.95 m Kepler Telescope,0.058200,2.229,0.73,305.7920000
436,HATS-41 b,0.18 m Takahashi Epsilon Astrograph,0.058300,14.908,1.71,737.6680000
3139,Kepler-1839 b,0.95 m Kepler Telescope,0.058300,1.949,0.94,1136.6000000
4382,Kepler-721 b,0.95 m Kepler Telescope,0.058300,2.640,0.78,926.5980000
4398,Kepler-734 b,0.95 m Kepler Telescope,0.058300,3.560,0.78,1157.2100000
2021,Kepler-1012 b,0.95 m Kepler Telescope,0.058500,1.290,0.91,411.0770000
4314,Kepler-661 b,0.95 m Kepler Telescope,0.058500,3.070,0.67,534.7880000
115,CoRoT-31 b,0.27 m CoRoT Telescope,0.058600,16.365,2.15,2005.7600000
1761,K2-412 b,0.95 m Kepler Telescope,0.058600,2.116,0.98,654.0850000
2843,Kepler-1611 b,0.95 m Kepler Telescope,0.058600,0.810,0.93,908.4440000
2273,Kepler-1191 b,0.95 m Kepler Telescope,0.058700,1.510,0.81,955.5360000
2953,Kepler-1693 c,0.95 m Kepler Telescope,0.058800,0.977,1.10,760.0650000
3302,Kepler-1961 b,0.95 m Kepler Telescope,0.058800,1.619,0.78,1042.4500000
5526,WASP-113 b,Canon 200mm f/1.8L,0.058850,15.793,1.61,435.1560000
4287,Kepler-642 b,0.95 m Kepler Telescope,0.058900,2.900,1.66,781.5820000
1404,K2-138 d,0.95 m Kepler Telescope,0.058930,2.390,0.86,202.5850000
1822,K2-81 b,0.95 m Kepler Telescope,0.059000,1.970,0.63,252.3180000
2070,Kepler-1048 b,0.95 m Kepler Telescope,0.059000,1.610,0.70,556.0060000
2663,Kepler-1481 b,0.95 m Kepler Telescope,0.059000,1.230,0.75,459.0760000
3182,Kepler-187 b,0.95 m Kepler Telescope,0.059000,1.410,1.29,1143.0000000
3419,Kepler-221 c,0.95 m Kepler Telescope,0.059000,2.930,0.82,385.2310000
3681,Kepler-309 b,0.95 m Kepler Telescope,0.059000,1.560,0.72,544.5680000
3900,Kepler-392 b,0.95 m Kepler Telescope,0.059000,1.000,1.13,681.4280000
5148,TOI-1753 b,0.1 m TESS Telescope,0.059000,2.479,0.97,226.6710000
5675,WASP-83 b,Canon 200mm f/1.8L,0.059000,11.657,1.05,271.1030000
1803,K2-69 b,0.95 m Kepler Telescope,0.059100,2.320,0.49,180.6970000
3091,Kepler-1800 b,0.95 m Kepler Telescope,0.059200,0.997,2.51,350.4550000
5155,TOI-178 d,0.1 m TESS Telescope,0.059200,2.572,0.65,62.6990000
5761,ups And b,3.0 m C. Donald Shane Telescope,0.059222,14.000,1.56,13.4054000
4066,Kepler-49 b,0.95 m Kepler Telescope,0.059290,2.579,0.62,311.2220000
2716,Kepler-1518 b,0.95 m Kepler Telescope,0.059300,3.050,1.88,903.5100000
4174,Kepler-561 c,0.95 m Kepler Telescope,0.059300,2.680,0.94,621.3780000
1648,K2-322 b,0.95 m Kepler Telescope,0.059400,1.920,0.60,123.4150000
2606,Kepler-1439 b,0.95 m Kepler Telescope,0.059400,1.460,0.43,225.3930000
4110,Kepler-520 c,0.95 m Kepler Telescope,0.059400,1.070,1.09,623.9010000
4132,Kepler-535 b,0.95 m Kepler Telescope,0.059400,2.360,1.27,685.5990000
338,HAT-P-14 b,Canon 200mm f/1.8L,0.059600,15.917,1.82,222.6630000
1820,K2-80 c,0.95 m Kepler Telescope,0.059600,1.470,0.87,200.8020000
2873,Kepler-1637 b,0.95 m Kepler Telescope,0.059600,0.890,1.02,567.1870000
4696,Kepler-956 b,0.95 m Kepler Telescope,0.059600,3.000,1.15,544.9390000
2192,Kepler-1130 b,0.95 m Kepler Telescope,0.059603,0.800,0.81,249.3430000
3281,Kepler-1945 b,0.95 m Kepler Telescope,0.059700,1.289,0.80,
2521,Kepler-1376 b,0.95 m Kepler Telescope,0.059800,1.050,0.97,868.0560000
4078,Kepler-499 b,0.95 m Kepler Telescope,0.059800,2.170,0.83,556.7260000
1801,K2-66 b,0.95 m Kepler Telescope,0.059830,2.490,1.67,513.8770000
2739,Kepler-1534 b,0.95 m Kepler Telescope,0.059900,1.890,0.86,1107.0000000
3236,Kepler-191 d,0.95 m Kepler Telescope,0.059900,2.280,0.80,594.4640000
73,BD-08 2823 b,3.6 m ESO Telescope,0.060000,3.610,0.71,41.3342000
1000,HD 285507 b,1.5 m Tillinghast Reflector Telescope,0.060000,13.800,0.69,45.0293000
1101,HD 49674 b,10 m Keck I Telescope,0.060000,6.200,1.02,43.0399000
1123,HD 6061 b,0.1 m TESS Telescope,0.060000,2.428,1.01,67.6203000
1182,HD 77338 b,3.6 m ESO Telescope,0.060000,4.120,0.97,45.9350000
1185,HD 7924 b,10 m Keck I Telescope,0.060000,2.400,0.78,16.9922000
1333,HIP 91258 b,1.93 m Telescope,0.060000,13.700,0.89,45.8846000
1463,K2-18 c,3.6 m ESO Telescope,0.060000,2.650,0.41,38.0266000
1773,K2-44 b,0.95 m Kepler Telescope,0.060000,2.433,1.58,476.7030000
2473,Kepler-134 b,0.95 m Kepler Telescope,0.060000,2.000,1.18,334.7970000
2734,Kepler-1530 c,0.95 m Kepler Telescope,0.060000,1.650,0.88,489.8760000
3311,Kepler-197 b,0.95 m Kepler Telescope,0.060000,1.020,1.12,330.5750000
3556,Kepler-267 c,0.95 m Kepler Telescope,0.060000,2.130,0.56,264.9930000
3659,Kepler-301 c,0.95 m Kepler Telescope,0.060000,1.350,0.90,719.1660000
3773,Kepler-341 b,0.95 m Kepler Telescope,0.060000,1.180,1.02,1047.0300000
3857,Kepler-373 b,0.95 m Kepler Telescope,0.060000,1.360,0.84,1090.4500000
3999,Kepler-444 d,0.95 m Kepler Telescope,0.060000,0.530,0.75,36.4396000
4183,Kepler-57 b,0.95 m Kepler Telescope,0.060000,3.135,0.83,644.1400000
4979,Pr0201 b,1.5 m Tillinghast Reflector Telescope,0.060000,14.200,1.15,180.6400000
5443,TOI-763 b,0.1 m TESS Telescope,0.060000,2.280,0.90,95.1274000
5448,TOI-778 b,0.1 m TESS Telescope,0.060000,15.400,1.71,161.7430000
5596,WASP-186 b,Canon 200mm f/1.8L,0.060000,12.442,1.47,278.5140000
5604,WASP-20 b,Canon 200mm f/1.8L,0.060000,16.388,1.39,211.8770000
433,HATS-39 b,0.18 m Takahashi Epsilon Astrograph,0.060070,17.598,1.62,878.5210000
2099,Kepler-1067 c,0.95 m Kepler Telescope,0.060100,1.747,0.93,667.6930000
5299,TOI-3353.01,0.1 m TESS Telescope,0.060118,2.667,1.02,78.7577000
1561,K2-246 b,0.95 m Kepler Telescope,0.060200,3.490,0.94,703.6160000
3136,Kepler-1836 b,0.95 m Kepler Telescope,0.060200,2.553,0.99,1472.6200000
4308,Kepler-656 c,0.95 m Kepler Telescope,0.060200,1.410,0.95,890.3520000
111,CoRoT-28 b,0.27 m CoRoT Telescope,0.060300,10.705,1.78,766.1830000
2433,Kepler-1312 b,0.95 m Kepler Telescope,0.060300,2.100,0.92,299.1040000
4537,Kepler-831 b,0.95 m Kepler Telescope,0.060300,1.270,0.97,593.5400000
1168,HD 73583 b,0.1 m TESS Telescope,0.060400,2.790,0.65,31.5666000
452,HATS-56 b,0.18 m Takahashi Epsilon Astrograph,0.060430,18.921,2.20,564.4090000
4056,Kepler-480 b,0.95 m Kepler Telescope,0.060500,2.780,1.34,847.5080000
4045,Kepler-474 b,0.95 m Kepler Telescope,0.060600,3.060,1.08,841.4960000
4113,Kepler-523 b,0.95 m Kepler Telescope,0.060600,1.960,0.86,253.2950000
2103,Kepler-107 c,0.95 m Kepler Telescope,0.060640,1.597,1.45,525.9970000
4359,Kepler-7 b,0.95 m Kepler Telescope,0.060670,18.181,1.97,922.5620000
204,GJ 163 b,3.6 m ESO Telescope,0.060700,3.250,0.41,15.1285000
3291,Kepler-1953 b,0.95 m Kepler Telescope,0.060700,1.286,0.71,605.6310000
5274,TOI-2641 b,0.1 m TESS Telescope,0.060700,18.103,1.34,344.0450000
5542,WASP-131 b,Canon 200mm f/1.8L,0.060700,13.675,1.53,200.0750000
256,GJ 3942 b,3.58 m Telescopio Nazionale Galileo,0.060800,2.570,0.61,16.9287000
369,HAT-P-40 b,Canon 200mm f/1.8L,0.060800,17.038,1.94,464.4690000
246,GJ 357 c,Multiple Telescopes,0.061000,1.660,0.34,9.4418100
359,HAT-P-31 b,Canon 200mm f/1.8L,0.061000,12.218,1.39,344.0500000
3369,Kepler-203 c,0.95 m Kepler Telescope,0.061000,2.470,1.11,703.3020000
3560,Kepler-269 b,0.95 m Kepler Telescope,0.061000,2.470,0.96,2257.3200000
3571,Kepler-272 c,0.95 m Kepler Telescope,0.061000,1.790,0.93,889.6080000
3609,Kepler-286 d,0.95 m Kepler Telescope,0.061000,1.330,0.86,1226.8500000
3702,Kepler-317 b,0.95 m Kepler Telescope,0.061000,2.090,0.94,940.5840000
3736,Kepler-329 b,0.95 m Kepler Telescope,0.061000,1.400,0.52,439.7190000
3753,Kepler-334 b,0.95 m Kepler Telescope,0.061000,1.120,1.07,426.5900000
3907,Kepler-395 b,0.95 m Kepler Telescope,0.061000,1.030,0.56,421.3820000
4580,Kepler-865 c,0.95 m Kepler Telescope,0.061000,0.890,0.89,586.1370000
5049,TOI-1244 b,0.1 m TESS Telescope,0.061000,2.376,0.72,102.5510000
5051,TOI-1246 c,0.1 m TESS Telescope,0.061000,2.451,0.86,169.4220000
5106,TOI-1452 b,0.1 m TESS Telescope,0.061000,1.672,0.28,30.5212000
5169,TOI-1820 b,0.1 m TESS Telescope,0.061000,12.778,1.51,248.5040000
420,HATS-27 b,0.18 m Takahashi Epsilon Astrograph,0.061100,16.814,1.74,816.9880000
2114,Kepler-1076 b,0.95 m Kepler Telescope,0.061100,0.800,0.74,199.0000000
4255,Kepler-619 b,0.95 m Kepler Telescope,0.061100,3.160,1.11,900.6780000
455,HATS-59 b,0.18 m Takahashi Epsilon Astrograph,0.061120,12.621,1.04,642.8840000
2370,Kepler-1265 b,0.95 m Kepler Telescope,0.061200,1.350,0.69,583.6410000
4160,Kepler-552 b,0.95 m Kepler Telescope,0.061200,3.950,1.04,843.6890000
5185,TOI-1994 b,0.1 m TESS Telescope,0.061300,13.675,2.30,515.6030000
4334,Kepler-68 b,0.95 m Kepler Telescope,0.061350,2.357,1.26,144.1660000
1424,K2-153 b,0.95 m Kepler Telescope,0.061400,2.000,0.53,143.1250000
2792,Kepler-1572 b,0.95 m Kepler Telescope,0.061400,0.940,0.95,946.6020000
4074,Kepler-495 c,0.95 m Kepler Telescope,0.061400,1.219,1.09,658.9240000
533,HD 109749 b,10 m Keck I Telescope,0.061500,11.100,1.22,63.0821000
1563,K2-247 c,0.95 m Kepler Telescope,0.061500,2.190,0.69,258.1130000
2107,Kepler-1071 b,0.95 m Kepler Telescope,0.061500,2.380,0.81,1042.2700000
2467,Kepler-1335 b,0.95 m Kepler Telescope,0.061500,1.450,0.74,621.8530000
3021,Kepler-1748 b,0.95 m Kepler Telescope,0.061500,2.713,0.86,1083.2800000
3214,Kepler-1895 b,0.95 m Kepler Telescope,0.061500,2.119,0.76,984.1870000
5021,TOI-1064 b,0.1 m TESS Telescope,0.061520,2.587,0.73,68.0726000
1417,K2-148 c,0.95 m Kepler Telescope,0.061600,1.730,0.63,124.4580000
4449,Kepler-770 d,0.95 m Kepler Telescope,0.061600,1.400,0.92,930.4570000
1770,K2-42 b,0.95 m Kepler Telescope,0.061700,2.150,0.64,396.9130000
3297,Kepler-1959 b,0.95 m Kepler Telescope,0.061700,1.143,0.81,479.2630000
5659,WASP-7 b,Canon 200mm f/1.8L,0.061700,14.908,1.43,162.3030000
5350,TOI-4495.01,0.1 m TESS Telescope,0.061733,3.630,1.34,132.2140000
96,CoRoT-16 b,0.27 m CoRoT Telescope,0.061800,13.110,1.19,732.4090000
